Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link
"Atron Electro Industries 65R Aztec Style Rocker Style Switch Plate, 1 Gang, Satin Nickel",6.99,3.93,44.0,electrical,052-2762-0,0.0,https://www.canadiantire.ca/en/pdp/atron-electro-industries-65r-aztec-style-rocker-style-switch-plate-1-gang-satin-nickel-0522762p.html#srp
"Armor All Vent Clip Car Air Freshener, Free & Clear",4.49,2.93,35.0,car-care-accessories,037-2726-6,2.8,https://www.canadiantire.ca/en/pdp/armor-all-vent-clip-car-air-freshener-free-clear-0372726p.html#srp
Hoover Quiet Force HEPA Exhaust Filter,12.99,0.93,93.0,cleaning,043-6922-8,0.0,https://www.canadiantire.ca/en/pdp/hoover-quiet-force-hepa-exhaust-filter-0436922p.html#srp
"Alpena PROStrobe 12V LED Amber Hercules Dash Light, Waterproof, White",63.99,14.93,77.0,automotive-outdoor-adventure,041-6240-4,2.8,https://www.canadiantire.ca/en/pdp/alpena-prostrobe-12v-led-amber-hercules-dash-light-waterproof-white-0416240p.html#srp
"Refresh Vent Clip Air Freshener, 4-pk",3.99,1.43,64.0,car-care-accessories,037-2827X,5.0,https://www.canadiantire.ca/en/pdp/refresh-vent-clip-air-freshener-4-pk-0372827p.html#srp
Bissell Powerglide Primary Vacuum Filter,17.99,1.43,92.0,cleaning,043-7842-2,0.0,https://www.canadiantire.ca/en/pdp/bissell-powerglide-primary-vacuum-filter-0437842p.html#srp
"Lufkin L1116B Crescent Shockforce Nite Eye™ Dual-Sided Tape Measure, 16-ft",32.99,19.93,40.0,tools,057-7240-2,4.4,https://www.canadiantire.ca/en/pdp/lufkin-l1116b-crescent-shockforce-nite-eye-dual-sided-tape-measure-16-ft-0577240p.html#srp
"Velcro HANGables Removable Medium Adhesive Hooks, Black, 3-lbs, 2-pk",7.99,1.43,82.0,hardware,061-0289-8,0.0,https://www.canadiantire.ca/en/pdp/velcro-hangables-removable-medium-adhesive-hooks-black-3-lbs-2-pk-0610289p.html#srp
"Midwest Decorative Womens Straw Hat, Assorted Colours",,9.93,,outdoor-tools,199-1215-2,0.0,https://www.canadiantire.ca/en/pdp/midwest-decorative-women-s-straw-hat-assorted-colours-1991215p.html#srp
"Petco Wildlife Squeak Plush Dog Toy, X-Large, Assorted Styles",24.99,14.93,40.0,pet-care,142-3864-8,3.9,https://www.canadiantire.ca/en/pdp/petco-wildlife-squeak-plush-dog-toy-x-large-assorted-styles-1423864p.html#srp
Hoover Quiet Force Vacuum Filter,4.99,0.43,91.0,cleaning,043-6939-0,0.0,https://www.canadiantire.ca/en/pdp/hoover-quiet-force-vacuum-filter-0436939p.html#srp
Victor Short Type Valve Cores,1.79,0.93,48.0,auto-maintenance,009-4215-8,0.0,https://www.canadiantire.ca/en/pdp/victor-short-type-valve-cores-0094215p.html#srp
Atron Knurled Oil Rubbed Bronze & Nickel Screws,2.69,0.73,73.0,electrical,052-2829-4,5.0,https://www.canadiantire.ca/en/pdp/atron-knurled-oil-rubbed-bronze-nickel-screws-0522829p.html#srp
"GE Line Cord without Plugs, Ivory, 50-ft",9.49,1.23,87.0,electronics,069-8291-6,0.0,https://www.canadiantire.ca/en/pdp/ge-line-cord-without-plugs-ivory-50-ft-0698291p.html#srp
"Armor All Vent Clip Car Air Freshener, Desert Nights",4.49,2.93,35.0,car-care-accessories,037-2728-2,3.5,https://www.canadiantire.ca/en/pdp/armor-all-vent-clip-car-air-freshener-desert-nights-0372728p.html#srp
"Atron Glass Shade Lock Up, Satin Nickel",2.79,0.73,74.0,electrical,052-2884-0,3.0,https://www.canadiantire.ca/en/pdp/atron-glass-shade-lock-up-satin-nickel-0522884p.html#srp
"STP Heavy Duty Ultra Diesel Fuel System Cleaner, 1.89-L",24.99,11.93,52.0,auto-maintenance,038-1151-6,4.0,https://www.canadiantire.ca/en/pdp/stp-heavy-duty-ultra-diesel-fuel-system-cleaner-1-89-l-0381151p.html#srp
"Police Security 23 Lumens Durable Waterproof Aluminum Industrial Pen Light, Batteries Included, Grey",,6.43,,hardware,299-6535-2,0.0,https://www.canadiantire.ca/en/pdp/police-security-23-lumens-durable-waterproof-aluminum-industrial-pen-light-batteries-included-grey-2996535p.html#srp
"Leviton Renu Stainless Steel Rocker Style Wall Plate, 1-gang",2.49,0.73,71.0,electrical,052-7505-4,1.0,https://www.canadiantire.ca/en/pdp/leviton-renu-stainless-steel-rocker-style-wall-plate-1-gang-0527505p.html#srp
"Dry Floor Straight Edges, 12-in.",6.99,0.93,87.0,home-decor,068-6048-2,4.0,https://www.canadiantire.ca/en/pdp/dry-floor-straight-edges-12-in-0686048p.html#srp
Eton Rukus Portable Bluetooth Sound System with Solar Panel,,65.93,,electronics,199-9175-8,5.0,https://www.canadiantire.ca/en/pdp/eton-rukus-portable-bluetooth-sound-system-with-solar-panel-1999175p.html#srp
"Elite Classic Hockey Support, Mens, Senior",8.99,0.93,90.0,hockey,083-0048X,0.0,https://www.canadiantire.ca/en/pdp/elite-classic-hockey-support-men-s-senior-0830048p.html#srp
"Bluehive Metal Micro USB Charge & Sync Cable, 3-ft",14.99,1.43,90.0,car-care-accessories,035-0372X,0.0,https://www.canadiantire.ca/en/pdp/bluehive-metal-micro-usb-charge-sync-cable-3-ft-0350372p.html#srp
"Chris Kyle Legend 2-Grip Steering Wheel Cover, Black",22.99,3.93,83.0,car-care-accessories,032-3589-6,1.0,https://www.canadiantire.ca/en/pdp/chris-kyle-legend-2-grip-steering-wheel-cover-black-0323589p.html#srp
"Petco Cozy Reversible Plaid Dog Coat Jacket, Small/Medium, Red",19.99,9.93,50.0,pet-care,142-3972-0,4.1,https://www.canadiantire.ca/en/pdp/petco-cozy-reversible-plaid-dog-coat-jacket-small-medium-red-1423972p.html#srp
"Realtree Logo Decal, 6-in",7.99,4.93,38.0,car-care-accessories,141-0578-0,0.0,https://www.canadiantire.ca/en/pdp/realtree-logo-decal-6-in-1410578p.html#srp
"ATLAS Airless Snowblower RePlacement Tires, 15""",199.99,89.93,55.0,outdoor-tools,060-1311-0,3.0,https://www.canadiantire.ca/en/pdp/atlas-airless-snowblower-replacement-tires-15-0601311p.html#srp
"GM Chevrolet Cavalier & Pontiac Sunfire 1995 thru 2004 Haynes Repair Manual, 38016",32.99,7.93,76.0,auto-maintenance,025-9365-0,0.0,https://www.canadiantire.ca/en/pdp/gm-chevrolet-cavalier-pontiac-sunfire-1995-thru-2004-haynes-repair-manual-38016-0259365p.html#srp
Dirt Devil Quiet Force Type 79 HEPA Filter,9.99,0.93,91.0,cleaning,043-6936-6,0.0,https://www.canadiantire.ca/en/pdp/dirt-devil-quiet-force-type-79-hepa-filter-0436936p.html#srp
Civic PEX Waterline Guide,4.99,0.43,91.0,plumbing,063-1899-6,0.0,https://www.canadiantire.ca/en/pdp/civic-pex-waterline-guide-0631899p.html#srp
"Floor Register, Pewter",17.49,2.43,86.0,home-environment,064-3072X,4.6,https://www.canadiantire.ca/en/pdp/floor-register-pewter-0643072p.html#srp
Replacement Filter for 43-6304,27.99,2.43,91.0,cleaning,043-6812-0,0.0,https://www.canadiantire.ca/en/pdp/replacement-filter-for-43-6304-0436812p.html#srp
"Elite 3-in-1 Cup Support, Senior",21.99,1.93,91.0,hockey,083-0027X,1.0,https://www.canadiantire.ca/en/pdp/elite-3-in-1-cup-support-senior-0830023p.html#srp
Metal Junction Box,12.99,0.93,93.0,home-decor,052-6808-0,1.0,https://www.canadiantire.ca/en/pdp/metal-junction-box-0526808p.html#srp
Hoover Airlift Cordless Primary Filter,14.99,0.93,94.0,cleaning,043-7819-0,2.5,https://www.canadiantire.ca/en/pdp/hoover-airlift-cordless-primary-filter-0437819p.html#srp
"Closetmaid Drawer Kit, Natural Grey",69.99,7.93,89.0,home-organization,068-7651X,5.0,https://www.canadiantire.ca/en/pdp/closetmaid-drawer-kit-natural-grey-0687651p.html#srp
"Atron Screwless Brushed Nickel Double Rocker Switch Plate, 2-gang",18.99,2.43,87.0,electrical,052-2792-8,0.0,https://www.canadiantire.ca/en/pdp/atron-screwless-brushed-nickel-double-rocker-switch-plate-2-gang-0522792p.html#srp
"Petco Twisted Rope Tug Dog Toy, Large, Assorted Colours",16.99,10.93,36.0,pet-care,142-4725-4,4.4,https://www.canadiantire.ca/en/pdp/petco-twisted-rope-tug-dog-toy-large-assorted-colours-1424725p.html#srp
"Mustad Nymph Sproat Fly Hooks, 25-pk",6.49,1.93,70.0,fishing,077-9553X,0.0,https://www.canadiantire.ca/en/pdp/mustad-nymph-sproat-fly-hooks-25-pk-0779553p.html#srp
Capital Waterfowling The Original Duck Call with Double Reed,34.99,6.93,80.0,hunting,175-8715-6,1.0,https://www.canadiantire.ca/en/pdp/capital-waterfowling-the-original-duck-call-with-double-reed-1758715p.html#srp
"Dorman HELP! License Plate Lens, Ford",9.99,1.93,81.0,light-auto-parts,024-5610-2,0.0,https://www.canadiantire.ca/en/pdp/dorman-help-license-plate-lens-ford-0245610p.html#srp
Paw Patrol Baby on Board Car Window Sign,4.99,0.43,91.0,car-care-accessories,046-1062-8,0.0,https://www.canadiantire.ca/en/pdp/paw-patrol-baby-on-board-car-window-sign-0461062p.html#srp
Broan Aluminum Range Hood Filter,39.99,2.43,94.0,kitchen,052-8569-6,0.0,https://www.canadiantire.ca/en/pdp/broan-aluminum-range-hood-filter-0528569p.html#srp
RoomMates Frosty Snowflakes Holiday Wall Decal,,4.93,,paint,399-8148-4,4.9,https://www.canadiantire.ca/en/pdp/roommates-frosty-snowflakes-holiday-wall-decal-3998148p.html#srp
One2 Touch Aerator,18.99,2.93,85.0,plumbing,063-0062-2,0.0,https://www.canadiantire.ca/en/pdp/one2-touch-aerator-0630062p.html#srp
"Dorman HELP! Power Steering Cap, Ford",6.99,1.43,80.0,light-auto-parts,024-5562-6,0.0,https://www.canadiantire.ca/en/pdp/dorman-help-power-steering-cap-ford-0245562p.html#srp
"Stove Top Round Foil Gas Burner Liner, 5-pk",2.19,0.43,80.0,home-essentials,042-0238-6,4.9,https://www.canadiantire.ca/en/pdp/stove-top-round-foil-gas-burner-liner-5-pk-0420238p.html#srp
"Leviton Renu Colour Change Kit, Walnut Bark",2.39,0.73,69.0,electrical,052-7533-6,2.0,https://www.canadiantire.ca/en/pdp/leviton-renu-colour-change-kit-walnut-bark-0527533p.html#srp
"MotoMaster Winter Wiper Blade with Teflon®, Assorted Sizes",,19.99,,auto-maintenance,021-1001X,3.0,https://www.canadiantire.ca/en/pdp/motomaster-winter-wiper-blade-with-teflon-assorted-sizes-0211001p.html#srp
Bissell Pet Canister Dirt Cup Filter,19.99,1.43,93.0,cleaning,043-6712-8,0.0,https://www.canadiantire.ca/en/pdp/bissell-pet-canister-dirt-cup-filter-0436712p.html#srp
"Alpena LED Strip Light, Pure White/Soft White",89.99,9.93,89.0,automotive-outdoor-adventure,041-1682-2,5.0,https://www.canadiantire.ca/en/pdp/alpena-led-strip-light-pure-white-soft-white-0411682p.html#srp
"Blue Buffalo BLUE Stix Lamb Dog Treats, 170-g",6.79,2.93,57.0,pet-care,142-6291-2,4.7,https://www.canadiantire.ca/en/pdp/blue-buffalo-blue-stix-lamb-dog-treats-170-g-1426291p.html#srp
Hoover Airlift Cordless Upright Filter,14.99,0.93,94.0,cleaning,043-7826-2,0.0,https://www.canadiantire.ca/en/pdp/hoover-airlift-cordless-upright-filter-0437826p.html#srp
"FRANK Feels Egg-cellent Milk Chocolate Foil WraPPed Eggs, 275-g",4.49,1.99,56.0,food-drink,151-4356-0,4.5,https://www.canadiantire.ca/en/pdp/frank-feels-egg-cellent-milk-chocolate-foil-wrapped-eggs-275-g-1514356p.html#srp
"Berkley Gulp! Alive! Minnow Lure, 4-in",31.99,14.93,53.0,fishing,077-0940-0,4.6,https://www.canadiantire.ca/en/pdp/berkley-gulp-alive-minnow-lure-4-in-0770940p.html#srp
Nuckees Trends Phone Grip & Stand,,1.93,,car-care-accessories,399-6000X,3.0,https://www.canadiantire.ca/en/pdp/nuckees-trends-phone-grip-stand-3996000p.html#srp
"Arm & Hammer Vent Clip Car Air Freshener, Scent Spinner, Black Sea",4.99,1.93,61.0,car-care-accessories,037-2751-4,4.0,https://www.canadiantire.ca/en/pdp/arm-hammer-vent-clip-car-air-freshener-scent-spinner-black-sea-0372751p.html#srp
"BestAir A10W-PDQ-4 Whole Home Humidifier Replacement Water Pad For Aprilaire/Honeywell Humidifiers , White, 1-pk",15.99,6.43,60.0,home-environment,064-1702-2,4.0,https://www.canadiantire.ca/en/pdp/bestair-a10w-pdq-4-whole-home-humidifier-replacement-water-pad-for-aprilaire-honeywell-humidifiers-white-1-pk-0641702p.html#srp
Dirt Devil F94 Primary Filter,14.99,0.93,94.0,cleaning,043-7840-6,0.0,https://www.canadiantire.ca/en/pdp/dirt-devil-f94-primary-filter-0437840p.html#srp
"Atron Rosette Finial, Chrome, 1/8 IP, 2-pk",2.79,0.73,74.0,electrical,052-2883-2,0.0,https://www.canadiantire.ca/en/pdp/atron-rosette-finial-chrome-1-8-ip-2-pk-0522883p.html#srp
"J-B Weld Perma-Lock Red High Strength Threadlocker, 36-mL",31.99,9.93,69.0,auto-maintenance,038-8082-8,2.3,https://www.canadiantire.ca/en/pdp/j-b-weld-perma-lock-red-high-strength-threadlocker-36-ml-0388082p.html#srp
Amscan 2023 Pom Pom Headbopper,1.99,0.43,78.0,party-city-seasonal,855-1115-8,4.3,https://www.canadiantire.ca/en/pdp/amscan-2023-pom-pom-headbopper-8551115p.html#srp
"FRANK Shiwala Refill, 2-pk",9.99,0.93,91.0,cleaning,142-9014-6,0.0,https://www.canadiantire.ca/en/pdp/frank-shiwala-refill-2-pk-1429014p.html#srp
"Certified Power Steering Stop Leak, 350-mL",6.99,0.93,87.0,auto-maintenance,038-0629-8,3.3,https://www.canadiantire.ca/en/pdp/certified-power-steering-stop-leak-350-ml-0380629p.html#srp
Bauer Face Mask Chin Cup,9.99,0.93,91.0,hockey,083-2642-2,4.0,https://www.canadiantire.ca/en/pdp/bauer-face-mask-chin-cup-0832642p.html#srp
"Kinder Bueno Eggs Milk Chocolate Covered Wafer with Hazelnut Chocolate Filling, 140-g",6.99,3.49,50.0,food-drink,151-5169-0,5.0,https://www.canadiantire.ca/en/pdp/kinder-bueno-eggs-milk-chocolate-covered-wafer-with-hazelnut-chocolate-filling-140-g-1515169p.html#srp
"Swingline Standard Staples, 5000-pk",2.69,0.43,84.0,toys,142-0814-6,4.5,https://www.canadiantire.ca/en/pdp/swingline-standard-staples-5000-pk-1420814p.html#srp
Plumbshop Sink Spray Hose Guide,6.49,1.23,81.0,plumbing,063-4450-4,0.0,https://www.canadiantire.ca/en/pdp/plumbshop-sink-spray-hose-guide-0634450p.html#srp
"Hillman Brick and Concrete Hanger, 50-lb",3.99,0.73,82.0,hardware,161-9041-4,0.0,https://www.canadiantire.ca/en/pdp/hillman-brick-and-concrete-hanger-50-lb-1619041p.html#srp
"Alpena EZ Link FlexLED 12V Light Strip Kit, White, 24-in",29.99,2.43,92.0,automotive-outdoor-adventure,020-3359-2,1.0,https://www.canadiantire.ca/en/pdp/alpena-ez-link-flexled-12v-light-strip-kit-white-24-in-0203359p.html#srp
100W White H3 Bulb with Bullet Connector,6.79,0.93,86.0,automotive-outdoor-adventure,020-3430-0,0.0,https://www.canadiantire.ca/en/pdp/100w-white-h3-bulb-with-bullet-connector-0203430p.html#srp
"Dorman HELP! Door Hinge Pin & Bushing Kit, 3-pc",7.99,1.43,82.0,light-auto-parts,024-5335-8,5.0,https://www.canadiantire.ca/en/pdp/dorman-help-door-hinge-pin-bushing-kit-3-pc-0245335p.html#srp
Quaker Boy Chompers Call,34.99,14.93,57.0,hunting,075-0727-4,0.0,https://www.canadiantire.ca/en/pdp/quaker-boy-chompers-call-0750727p.html#srp
Hoover Robotic Replacement Side Brush,17.99,1.43,92.0,cleaning,043-8107-8,5.0,https://www.canadiantire.ca/en/pdp/hoover-robotic-replacement-side-brush-0438107p.html#srp
"Browning HDR Hearing Protector, Black",64.99,34.93,46.0,hunting,175-9246-6,5.0,https://www.canadiantire.ca/en/pdp/browning-hdr-hearing-protector-black-1759246p.html#srp
"Atron Screwless Brushed Nickel Rocker Switch Plate, 1-gang",12.99,1.43,89.0,electrical,052-2791-0,5.0,https://www.canadiantire.ca/en/pdp/atron-screwless-brushed-nickel-rocker-switch-plate-1-gang-0522791p.html#srp
Frabill Ice Fishing Winter Ice Safety Kit,29.99,12.93,57.0,fishing,077-8476-8,4.5,https://www.canadiantire.ca/en/pdp/frabill-ice-fishing-winter-ice-safety-kit-0778476p.html#srp
Hoover Bagless Canister Exhaust Filter,24.99,1.93,92.0,cleaning,043-6708-0,0.0,https://www.canadiantire.ca/en/pdp/hoover-bagless-canister-exhaust-filter-0436708p.html#srp
Hoover Bagless Canister Exhaust Filter,24.99,1.93,92.0,cleaning,043-6708-0,0.0,https://www.canadiantire.ca/en/pdp/hoover-bagless-canister-exhaust-filter-0436708p.html#srp
"Bionaire® Humidifier Replacement Filters, 900-X",25.99,2.93,89.0,home-environment,043-5876-4,3.0,https://www.canadiantire.ca/en/pdp/bionaire-humidifier-replacement-filters-900-x-0435876p.html#srp
"Utility Edges, 19-in.",7.99,0.93,88.0,home-decor,068-6045-8,4.5,https://www.canadiantire.ca/en/pdp/utility-edges-19-in-0686045p.html#srp
"Littelfuse Automotive 30A Locking PAL Fuse, Female",5.99,0.93,84.0,light-auto-parts,020-1647-8,0.0,https://www.canadiantire.ca/en/pdp/littelfuse-automotive-30a-locking-pal-fuse-female-0201647p.html#srp
"Bissell Digi Pro Vacuum Bags, 3-pk",12.99,0.93,93.0,cleaning,043-6735-4,0.0,https://www.canadiantire.ca/en/pdp/bissell-digi-pro-vacuum-bags-3-pk-0436735p.html#srp
"VTech Phone Battery, 2AA",19.99,1.43,93.0,electronics,065-1503-4,0.0,https://www.canadiantire.ca/en/pdp/vtech-phone-battery-2aa-0651503p.html#srp
"GM Buick, Oldsmobile & Pontiac Haynes Repair Manual, 38025",32.99,19.93,40.0,auto-maintenance,025-9307-0,0.0,https://www.canadiantire.ca/en/pdp/gm-buick-oldsmobile-pontiac-haynes-repair-manual-38025-0259307p.html#srp
"OEM Synthetic CVT Transmission Fluid, Domestic, 946-mL",15.99,1.93,88.0,auto-maintenance,028-1550-0,0.0,https://www.canadiantire.ca/en/pdp/oem-synthetic-cvt-transmission-fluid-domestic-946-ml-0281550p.html#srp
"IRWIN IWHT36526 Command Lock Magnetic Tape Measure, 26-ft",29.99,17.93,40.0,tools,057-7214-6,3.3,https://www.canadiantire.ca/en/pdp/irwin-iwht36526-command-lock-magnetic-tape-measure-26-ft-0577214p.html#srp
RoomMates Giant Watercolour Evergreen Holiday Wall Decal,,7.93,,paint,399-8149-2,5.0,https://www.canadiantire.ca/en/pdp/roommates-giant-watercolour-evergreen-holiday-wall-decal-3998149p.html#srp
"Hoover Type M-1500 Replacement Vacuum Belts, 2-pk",5.99,0.43,93.0,cleaning,043-6448-8,0.0,https://www.canadiantire.ca/en/pdp/hoover-type-m-1500-replacement-vacuum-belts-2-pk-0436448p.html#srp
"Arm & Hammer Air Freshener Vent Clip Surface, Great Outdoors",4.99,1.93,61.0,car-care-accessories,037-0716-2,0.0,https://www.canadiantire.ca/en/pdp/arm-hammer-air-freshener-vent-clip-surface-great-outdoors-0370716p.html#srp
"Adhesive Vinyl Liner 18 x 9, Sassy",5.99,3.93,34.0,home-organization,042-4102-4,0.0,https://www.canadiantire.ca/en/pdp/adhesive-vinyl-liner-18-x-9-sassy-0424102p.html#srp
HEPA Filter for 43-6229,27.99,1.93,93.0,cleaning,043-6542-2,5.0,https://www.canadiantire.ca/en/pdp/hepa-filter-for-43-6229-0436542p.html#srp
4-Pole Round to 4-Wire Flat Adaptor,14.99,0.93,94.0,automotive-outdoor-adventure,040-8251-8,0.0,https://www.canadiantire.ca/en/pdp/4-pole-round-to-4-wire-flat-adaptor-0408251p.html#srp
"Oil Rubbed Bronze Floor Register, 3-in x 10-in",19.99,2.43,88.0,home-environment,064-3086-6,3.3,https://www.canadiantire.ca/en/pdp/oil-rubbed-bronze-floor-register-3-in-x-10-in-0643086p.html#srp
"Dorman HELP! Door Hinge Pin & Bushing Kit, Dodge, 6-pc",7.99,1.43,82.0,light-auto-parts,024-5326-0,0.0,https://www.canadiantire.ca/en/pdp/dorman-help-door-hinge-pin-bushing-kit-dodge-6-pc-0245326p.html#srp
Germ Guardian AC4010 Replacement Filter,24.99,2.93,88.0,home-environment,043-6067-4,0.0,https://www.canadiantire.ca/en/pdp/germ-guardian-ac4010-replacement-filter-0436067p.html#srp
Pilot Bully Step Bars,99.99,9.93,90.0,light-auto-parts,034-1772X,0.0,https://www.canadiantire.ca/en/pdp/pilot-bully-step-bars-0341772p.html#srp
Replacement Vacuum Belt for 43-6085,5.99,0.43,93.0,cleaning,043-6648-2,0.0,https://www.canadiantire.ca/en/pdp/replacement-vacuum-belt-for-43-6085-0436648p.html#srp
"Hillman Zinc Bolt Hook Gate, 1/2 x 6-in",6.99,0.93,87.0,hardware,046-2194-8,0.0,https://www.canadiantire.ca/en/pdp/hillman-zinc-bolt-hook-gate-1-2-x-6-in-0462194p.html#srp
"FRANK Hunts for the Easter Bunny Solid Milk Chocolate Bunny, 300-g",5.79,2.49,57.0,food-drink,151-4355-2,4.3,https://www.canadiantire.ca/en/pdp/frank-hunts-for-the-easter-bunny-solid-milk-chocolate-bunny-300-g-1514355p.html#srp
Bissell Symphony Replacement Filter Kit,19.99,1.43,93.0,cleaning,043-6957-6,5.0,https://www.canadiantire.ca/en/pdp/bissell-symphony-replacement-filter-kit-0436957p.html#srp
Replacement Filter for 43-6345,32.99,2.43,93.0,cleaning,043-6559-4,0.0,https://www.canadiantire.ca/en/pdp/replacement-filter-for-43-6345-0436559p.html#srp
Allen 15443 Stand-Up Bowling Pin Target,29.99,8.93,70.0,hunting,175-8707-6,0.0,https://www.canadiantire.ca/en/pdp/allen-15443-stand-up-bowling-pin-target-1758707p.html#srp
Honeywell Replacement Pad for HE260/360,20.99,2.43,88.0,home-environment,064-3134-2,4.3,https://www.canadiantire.ca/en/pdp/honeywell-replacement-pad-for-he260-360-0643134p.html#srp
BWD Carburetor Float,,4.99,,heavy-auto-parts,023-0006X,0.0,https://www.canadiantire.ca/en/pdp/bwd-carburetor-float-0230006p.html#srp
3-in and 4-in Green Grate,6.99,0.93,87.0,plumbing,063-2807-0,0.0,https://www.canadiantire.ca/en/pdp/3-in-and-4-in-green-grate-0632807p.html#srp
CANVAS Gatineau Electric Fireplace,799.99,349.93,56.0,home-decor,064-3156-0,4.8,https://www.canadiantire.ca/en/pdp/canvas-gatineau-electric-fireplace-0643156p.html#srp
Filter Cleaner,22.99,2.23,90.0,backyard-fun,081-4288-8,1.0,https://www.canadiantire.ca/en/pdp/filter-cleaner-0814288p.html#srp
Oreck Professional Air Purifier Replacement Filter(43-6045),79.99,6.93,91.0,home-environment,043-6046-4,5.0,https://www.canadiantire.ca/en/pdp/oreck-professional-air-purifier-replacement-filter-43-6045-0436046p.html#srp
"Berkley Gulp! Jerk Shad, 5-in",7.79,3.73,52.0,fishing,078-0523X,4.8,https://www.canadiantire.ca/en/pdp/berkley-gulp-jerk-shad-5-in-0781578p.html#srp
Armor All Essential Blends Spray Pump Pen Car Air Freshener Gift Pack,,4.93,,car-care-accessories,399-5435-8,4.2,https://www.canadiantire.ca/en/pdp/armor-all-essential-blends-spray-pump-pen-car-air-freshener-gift-pack-3995435p.html#srp
"Dirt Devil Type 3 Replacement Vacuum Belts, 2-pk",5.99,0.43,93.0,cleaning,043-6601-2,0.0,https://www.canadiantire.ca/en/pdp/dirt-devil-type-3-replacement-vacuum-belts-2-pk-0436601p.html#srp
"Littelfuse Automotive 60A PAL Fuse, 13/16-in Bent",5.99,0.93,84.0,light-auto-parts,020-1636-4,0.0,https://www.canadiantire.ca/en/pdp/littelfuse-automotive-60a-pal-fuse-13-16-in-bent-0201636p.html#srp
"Refresh Your Car! Vent Stick Air Freshener, Crispy Sunrise, 6-pk",4.99,1.93,61.0,car-care-accessories,037-2739-6,1.0,https://www.canadiantire.ca/en/pdp/refresh-your-car-vent-stick-air-freshener-crispy-sunrise-6-pk-0372739p.html#srp
MotoMaster Diesel Fuel Injector Cleaner with Anti-Gel,8.99,2.43,73.0,auto-maintenance,038-0921X,5.0,https://www.canadiantire.ca/en/pdp/motomaster-diesel-fuel-injector-cleaner-with-anti-gel-0380921p.html#srp
Kleen-Flo TKO Diesel Fuel System Cleaner,18.99,1.43,92.0,auto-maintenance,038-8032-8,0.0,https://www.canadiantire.ca/en/pdp/kleen-flo-tko-diesel-fuel-system-cleaner-0388032p.html#srp
As Seen On TV Snackeez Finding Dory,,14.99,,as-seen-on-tv,299-6273-4,0.0,https://www.canadiantire.ca/en/pdp/as-seen-on-tv-snackeez-finding-dory-2996273p.html#srp
Dirt Devil Type 83 HEPA Filter,4.99,0.93,81.0,cleaning,043-6844-4,0.0,https://www.canadiantire.ca/en/pdp/dirt-devil-type-83-hepa-filter-0436844p.html#srp
"Haynes Automotive Manual, 36074",32.99,19.93,40.0,auto-maintenance,025-9308-8,0.0,https://www.canadiantire.ca/en/pdp/haynes-automotive-manual-36074-0259308p.html#srp
"Dirt Devil Style 17 Belt, 2-pk",12.99,0.93,93.0,cleaning,043-6938-2,0.0,https://www.canadiantire.ca/en/pdp/dirt-devil-style-17-belt-2-pk-0436938p.html#srp
"Slick 50 Fuel System High Mileage Treatment, 473-mL",22.99,6.93,70.0,auto-maintenance,038-0256-4,4.4,https://www.canadiantire.ca/en/pdp/slick-50-fuel-system-high-mileage-treatment-473-ml-0380256p.html#srp
Berkley Ice Fishing Tip Up,17.99,8.93,50.0,fishing,077-1875-0,0.0,https://www.canadiantire.ca/en/pdp/berkley-ice-fishing-tip-up-0771875p.html#srp
Master Lock Universal Trailer Coupler Lock,49.99,3.93,92.0,automotive-outdoor-adventure,040-5096-6,1.2,https://www.canadiantire.ca/en/pdp/master-lock-universal-trailer-coupler-lock-0405096p.html#srp
"GE Dual Coax Cable Wall Plate, White",9.29,1.23,87.0,electronics,045-2343-6,0.0,https://www.canadiantire.ca/en/pdp/ge-dual-coax-cable-wall-plate-white-0452343p.html#srp
"Lagostina Long Handle, Blue",9.99,1.43,86.0,kitchen,142-5772-4,4.7,https://www.canadiantire.ca/en/pdp/lagostina-long-handle-blue-1425772p.html#srp
Man Cave Dart Board & Cabinet Set,,45.93,,car-care-accessories,299-5837-0,0.0,https://www.canadiantire.ca/en/pdp/man-cave-dart-board-cabinet-set-2995837p.html#srp
Master Lock Universal Trailer Coupler Lock,49.99,3.93,92.0,automotive-outdoor-adventure,040-5096-6,1.2,https://www.canadiantire.ca/en/pdp/master-lock-universal-trailer-coupler-lock-0405096p.html#srp
"Klassen Emergency Exit Sign, 8 x 12-in",2.19,0.23,89.0,hardware,046-2903-2,0.0,https://www.canadiantire.ca/en/pdp/klassen-emergency-exit-sign-8-x-12-in-0462903p.html#srp
"Febreze Small Spaces Air Freshener, Apple Scent, 7.5-mL",4.49,2.93,35.0,cleaning,153-1066-4,4.3,https://www.canadiantire.ca/en/pdp/febreze-small-spaces-air-freshener-apple-scent-7-5-ml-1531066p.html#srp
"KinderSuprise Chocolate Easter Eggs, 4-pk",6.99,3.49,50.0,food-drink,051-6890-2,5.0,https://www.canadiantire.ca/en/pdp/kindersuprise-chocolate-easter-eggs-4-pk-0516890p.html#srp
"SuperFly Dry Fly Ant, Black, #14",6.79,2.93,57.0,fishing,077-0565-4,0.0,https://www.canadiantire.ca/en/pdp/superfly-dry-fly-ant-black-14-0770565p.html#srp
