Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link
"DAP Kwik Seal Waterproof Acrylic Latex Adhesive Caulk For Kitchen & Bath, Clear, 300-mL",7.29,4.93,32.0,paint,064-1599-8,3.4,https://www.canadiantire.ca/en/pdp/dap-kwik-seal-waterproof-acrylic-latex-adhesive-caulk-for-kitchen-bath-clear-300-ml-0641599p.html#srp
"Mastercraft 3-in-1 Plastic Tool Holder / Tool Organizer, 14 x 62 x 5-cm",12.49,7.93,37.0,tools,068-6456-0,2.8,https://www.canadiantire.ca/en/pdp/mastercraft-3-in-1-plastic-tool-holder-tool-organizer-14-x-62-x-5-cm-0686456p.html#srp
"Scentos Kids Fruit Scented Washable Sparkle Art Chalk, Age 3+, 8-Pk",6.99,4.43,37.0,toys,050-9168-8,3.7,https://www.canadiantire.ca/en/pdp/scentos-kids-fruit-scented-washable-sparkle-art-chalk-age-3-8-pk-0509168p.html#srp
"NOMA Dimmable LED Bulb & Retrofit Kit, 3000K, 460 Lumens, Warm White, 50W, 4-in",26.99,12.93,52.0,electrical,052-0694-4,4.8,https://www.canadiantire.ca/en/pdp/noma-dimmable-led-bulb-retrofit-kit-3000k-460-lumens-warm-white-50w-4-in-0520694p.html#srp
"Instant Pot® Silicone Pressure Cooker Sling/Bakeware Lifter, Red",9.99,6.93,31.0,kitchen,043-0789-2,4.7,https://www.canadiantire.ca/en/pdp/instant-pot-silicone-pressure-cooker-sling-bakeware-lifter-red-0430789p.html#srp
"Sistema Salad to Go Plastic Storage Container, 1.10L",14.49,9.43,35.0,kitchen,142-3646-8,4.7,https://www.canadiantire.ca/en/pdp/sistema-salad-to-go-plastic-storage-container-1-10l-1423646p.html#srp
"Yardworks Leaf Collection System Refill Bags, 3-pk",8.99,0.93,90.0,outdoor-tools,060-3852-0,3.4,https://www.canadiantire.ca/en/pdp/yardworks-leaf-collection-system-refill-bags-3-pk-0603852p.html#srp
Safe Home SHCANWWTDIY1DIY Well Water Test Kit,49.99,32.93,34.0,plumbing,062-2021-0,2.5,https://www.canadiantire.ca/en/pdp/safe-home-shcanwwtdiy1diy-well-water-test-kit-0622021p.html#srp
"Katadyn MicroPur Drinking Water Tablets, 30-pk",21.99,12.93,41.0,camping,076-0112-4,5.0,https://www.canadiantire.ca/en/pdp/katadyn-micropur-drinking-water-tablets-30-pk-0760112p.html#srp
"Mizuno Franchise Baseball Batting Gloves, Red/Black",,29.99,,team-sports-and-golf,080-1061X,3.7,https://www.canadiantire.ca/en/pdp/mizuno-franchise-baseball-batting-gloves-red-black-0801061p.html#srp
Hankook iPike RSV Winter Tire For Passenger & CUV,,107.99,,tires,003-1712X,4.5,https://www.canadiantire.ca/en/pdp/hankook-ipike-rsv-winter-tire-for-passenger-cuv-0031712p.html#srp
"Ingenuity SmartBounce Automatic Bouncer, Chadwick",119.99,79.93,33.0,car-care-accessories,046-4876-4,4.6,https://www.canadiantire.ca/en/pdp/ingenuity-smartbounce-automatic-bouncer-chadwick-0464876p.html#srp
"Brother TZE131 Black on Clear Laminated Label Tape, 12-mm x 8-m",22.99,12.93,44.0,electronics,069-4785-6,0.0,https://www.canadiantire.ca/en/pdp/brother-tze131-black-on-clear-laminated-label-tape-12-mm-x-8-m-0694785p.html#srp
Dash Non-Stick Waffle Bowl Maker,34.99,19.93,43.0,kitchen,043-0149-6,3.7,https://www.canadiantire.ca/en/pdp/dash-non-stick-waffle-bowl-maker-0430149p.html#srp
"NOMA Outdoor Timer, 1 Grounded Outlet, Black",27.99,14.93,47.0,electrical,052-8835-2,3.3,https://www.canadiantire.ca/en/pdp/noma-outdoor-timer-1-grounded-outlet-black-0528835p.html#srp
"Umbra Penguin Soap Dispenser, Nickel Finish, 355-mL",14.99,8.93,40.0,home-decor,063-6272-6,4.3,https://www.canadiantire.ca/en/pdp/umbra-penguin-soap-dispenser-nickel-finish-355-ml-0636272p.html#srp
MotoMaster SMD COB Hanging Worklight,39.99,14.93,63.0,car-care-accessories,037-0794-4,3.9,https://www.canadiantire.ca/en/pdp/motomaster-smd-cob-hanging-worklight-0370794p.html#srp
"Emerson Sensi Touch Wi-Fi Enabled Smart Thermostat, White",219.99,144.93,34.0,home-environment,052-9881-4,5.0,https://www.canadiantire.ca/en/pdp/emerson-sensi-touch-wi-fi-enabled-smart-thermostat-white-0529881p.html#srp
"SodaStream Bottle Caps, Black, 2-pk",4.79,2.93,39.0,kitchen,043-9594-0,4.8,https://www.canadiantire.ca/en/pdp/sodastream-bottle-caps-black-2-pk-0439594p.html#srp
Burcam 450446W10-ft Vertical Float Switch,62.99,39.93,37.0,plumbing,062-4153-4,3.4,https://www.canadiantire.ca/en/pdp/burcam-450446w10-ft-vertical-float-switch-0624153p.html#srp
"Natures Way Bamboo 5 Quart Hopper Bird Feeder with Suet Cages, 10-in x 12-in",62.99,38.93,38.0,pet-care,142-0393-6,3.9,https://www.canadiantire.ca/en/pdp/nature-s-way-bamboo-5-quart-hopper-bird-feeder-with-suet-cages-10-in-x-12-in-1420393p.html#srp
"Broan AR80C InVent™ Series Single-Speed Exhaust Fan, 80 CFM",79.99,54.93,31.0,home-environment,052-2727-6,3.6,https://www.canadiantire.ca/en/pdp/broan-ar80c-invent-series-single-speed-exhaust-fan-80-cfm-0522727p.html#srp
Blue Buffalo BLUE Bits Chicken Dog Treats,,6.99,,pet-care,142-6283X,4.7,https://www.canadiantire.ca/en/pdp/blue-buffalo-blue-bits-chicken-dog-treats-1426285p.html#srp
"Hartz Ultra Guard Topical Flea and Tick Treatment For Dogs and Puppies, Assorted Sizes, 3-pk",11.99,3.93,67.0,pet-care,142-1710X,3.1,https://www.canadiantire.ca/en/pdp/hartz-ultra-guard-topical-flea-and-tick-treatment-for-dogs-and-puppies-assorted-sizes-3-pk-1421712p.html#srp
Woods Collapsible Adjustable Aluminium Trekking Poles w/ Carry Bag For Hiking & Walking,79.99,49.93,38.0,camping,076-5889-6,3.4,https://www.canadiantire.ca/en/pdp/woods-collapsible-adjustable-aluminium-trekking-poles-w-carry-bag-for-hiking-walking-0765889p.html#srp
"MAXIMUM Type 28 Carbide Grinding Wheel/Disc for Masonry, Cement, Cinder",,6.29,,tools,054-1846X,4.0,https://www.canadiantire.ca/en/pdp/maximum-type-28-carbide-grinding-wheel-disc-for-masonry-cement-cinder-0541861p.html#srp
"Mastercraft Magnetic Can Holder w/ Adjustable Strap, 5-in",9.99,5.43,46.0,tools,058-1911-0,4.8,https://www.canadiantire.ca/en/pdp/mastercraft-magnetic-can-holder-w-adjustable-strap-5-in-0581911p.html#srp
"Goodtimes Foam Cups, 341-mL, 42-pk",5.49,3.43,38.0,home-essentials,053-2211-0,5.0,https://www.canadiantire.ca/en/pdp/goodtimes-foam-cups-341-ml-42-pk-0532211p.html#srp
"Brother TZE221 Black on White Laminated Label Tape, 9-mm x 8-m",21.99,12.93,41.0,electronics,069-4788-0,5.0,https://www.canadiantire.ca/en/pdp/brother-tze221-black-on-white-laminated-label-tape-9-mm-x-8-m-0694788p.html#srp
DEWALT Suede Leather Adjustable Nail Pouch w/ 10 Pockets & Belt,39.99,27.93,30.0,tools,057-0157-4,4.4,https://www.canadiantire.ca/en/pdp/dewalt-suede-leather-adjustable-nail-pouch-w-10-pockets-belt-0570157p.html#srp
"Danze Kenzie Single Handle Wall Mount 1-Setting Bathtub & Shower Trim Kit, Chrome",159.99,69.93,56.0,plumbing,063-9838-4,3.7,https://www.canadiantire.ca/en/pdp/danze-kenzie-single-handle-wall-mount-1-setting-bathtub-shower-trim-kit-chrome-0639838p.html#srp
"MASTER Chef Stainless Steel Carving Set, Comfortable Grip Handle, Dishwaher Safe, 2-pc",11.99,6.93,42.0,kitchen,142-2657-8,3.8,https://www.canadiantire.ca/en/pdp/master-chef-stainless-steel-carving-set-comfortable-grip-handle-dishwaher-safe-2-pc-1422657p.html#srp
Sondpex Dual Marine Speaker,,69.93,,car-care-accessories,299-9887-6,2.6,https://www.canadiantire.ca/en/pdp/sondpex-dual-marine-speaker-2999887p.html#srp
"Canadian Tire 100-Anniversary Canvas Fabric Reusable Shopping Bag, 32-L",6.99,4.43,37.0,kitchen,153-1763-4,4.8,https://www.canadiantire.ca/en/pdp/canadian-tire-100-anniversary-canvas-fabric-reusable-shopping-bag-32-l-1531763p.html#srp
MotoMaster Total Terrain W/T Winter Tire For Truck & SUV,,199.99,,tires,003-1568X,4.4,https://www.canadiantire.ca/en/pdp/motomaster-total-terrain-w-t-winter-tire-for-truck-suv-0062127p.html#srp
"Saint Gobain Fix-It-Fast All-In-One Small Hole Repair & Applicator For Drywall & Plaster, 89-mL",4.99,3.43,31.0,paint,049-5128-4,4.6,https://www.canadiantire.ca/en/pdp/saint-gobain-fix-it-fast-all-in-one-small-hole-repair-applicator-for-drywall-plaster-89-ml-0495128p.html#srp
"For Living Apothecary Ceramic Toothbrush Holder, White",10.99,5.93,46.0,home-decor,063-2260-8,5.0,https://www.canadiantire.ca/en/pdp/for-living-apothecary-ceramic-toothbrush-holder-white-0632260p.html#srp
"Delta Faucet Alux Single Handle Bathroom Sink Faucet, WaterSense® Certified, Brushed Nickel",189.99,79.93,58.0,plumbing,063-9891-4,4.7,https://www.canadiantire.ca/en/pdp/delta-faucet-alux-single-handle-bathroom-sink-faucet-watersense-certified-brushed-nickel-0639891p.html#srp
"MAXIMUM Professional Grade Ratcheting Wrench Set, 15-pc, SAE/Metric",,64.99,,tools,399-1859-4,4.5,https://www.canadiantire.ca/en/pdp/maximum-professional-grade-ratcheting-wrench-set-15-pc-sae-metric-3991859p.html#srp
Wagner Poly Paint Roller Cover for Paint Products N Roll Plus & Mate Plus,10.49,4.93,53.0,paint,049-0301X,4.7,https://www.canadiantire.ca/en/pdp/wagner-poly-paint-roller-cover-for-paint-products-n-roll-plus-mate-plus-0490301p.html#srp
"For Living Apothecary Ceramic Soap Dispenser, White, 340-ml",12.99,6.93,47.0,home-decor,063-2257-8,4.4,https://www.canadiantire.ca/en/pdp/for-living-apothecary-ceramic-soap-dispenser-white-340-ml-0632257p.html#srp
"Globe Wired 87-db Doorbell Chime with Molding, Nickel",42.99,19.93,54.0,hardware,052-1067-2,4.3,https://www.canadiantire.ca/en/pdp/globe-wired-87-db-doorbell-chime-with-molding-nickel-0521067p.html#srp
"Vermont Castings Maple Butcher Block Cutting Board, 10x15x1.5-in",69.99,34.93,50.0,backyard-living,085-3775-6,1.8,https://www.canadiantire.ca/en/pdp/vermont-castings-maple-butcher-block-cutting-board-10x15x1-5-in-0853775p.html#srp
"For Living Machine Wash Polyester Non-Slip Back Bath Rug, Assorted Colours, 20 x 30-in",,29.99,,home-decor,063-6260X,3.8,https://www.canadiantire.ca/en/pdp/for-living-machine-wash-polyester-non-slip-back-bath-rug-assorted-colours-20-x-30-in-0638530p.html#srp
ProForm Vue Fitness Mirror with Capactive Touch Display - iFit Enabled,1999.99,1199.93,40.0,exercise,184-0978-6,5.0,https://www.canadiantire.ca/en/pdp/proform-vue-fitness-mirror-with-capactive-touch-display-ifit-enabled-1840978p.html#srp
"Berkley Lightning Casting Fishing Rods, Medium, 6.6-ft, 2-pc",69.99,42.93,39.0,fishing,077-8213-4,4.4,https://www.canadiantire.ca/en/pdp/berkley-lightning-casting-fishing-rods-medium-6-6-ft-2-pc-0778213p.html#srp
"HeathZenith Wired/Wireless 85-db 250-ft 10-Tunes Doorbell Chime Kit, Brushed Nickel",49.99,24.93,50.0,hardware,052-9552-8,4.0,https://www.canadiantire.ca/en/pdp/heathzenith-wired-wireless-85-db-250-ft-10-tunes-doorbell-chime-kit-brushed-nickel-0529552p.html#srp
"Yardworks Clog-Free Poly Leaf Rake, 27-in",34.99,16.93,52.0,outdoor-tools,059-7122-0,4.2,https://www.canadiantire.ca/en/pdp/yardworks-clog-free-poly-leaf-rake-27-in-0597122p.html#srp
"LePage Polyfilla Big Hole Repair Spackling, Hole & Crack Filler, Indoor/Outdoor Use, Assorted Sizes",,9.99,,paint,049-5060X,4.6,https://www.canadiantire.ca/en/pdp/lepage-polyfilla-big-hole-repair-spackling-hole-crack-filler-indoor-outdoor-use-assorted-sizes-0495060p.html#srp
"The Home Edit by iDESIGN Stackable Medium Organizing Storage Bin, 0.52L, Orange",8.99,5.93,34.0,home-organization,142-9212-4,0.0,https://www.canadiantire.ca/en/pdp/the-home-edit-by-idesign-stackable-medium-organizing-storage-bin-0-52l-orange-1429212p.html#srp
"Type A Linear Square Metal Napkin Holder For Kitchen Countertop/Dining Table, White",9.99,6.43,36.0,home-organization,142-5516-6,4.0,https://www.canadiantire.ca/en/pdp/type-a-linear-square-metal-napkin-holder-for-kitchen-countertop-dining-table-white-1425516p.html#srp
"Kamenstein Bamboo Lazy Susan, 14-in",16.99,9.93,42.0,kitchen,142-3112-8,3.9,https://www.canadiantire.ca/en/pdp/kamenstein-bamboo-lazy-susan-14-in-1423112p.html#srp
"Airhead Sea Monster 3-Part Air-pump Inflatible Water Boating 4-Riders Towable Tube, Blue",599.99,179.93,70.0,seasonal-recreation,079-7178-0,2.5,https://www.canadiantire.ca/en/pdp/airhead-sea-monster-3-part-air-pump-inflatible-water-boating-4-riders-towable-tube-blue-0797178p.html#srp
"Toronto Blue Jays Neoprene Beer Bottle Cooler/Cozy/Insulator Sleeve For MLB Baseball Fans/Collectors, Blue",9.99,4.93,51.0,team-sports-and-golf,084-5288-6,0.0,https://www.canadiantire.ca/en/pdp/toronto-blue-jays-neoprene-beer-bottle-cooler-cozy-insulator-sleeve-for-mlb-baseball-fans-collectors-blue-0845288p.html#srp
"Bluehive Type-C Charger & Sync Cable for Apple & Android Devices, 6-in",,5.99,,car-care-accessories,035-0391X,4.0,https://www.canadiantire.ca/en/pdp/bluehive-type-c-charger-sync-cable-for-apple-android-devices-6-in-0350391p.html#srp
"Bluehive Mini USB Charger and Sync Cable, 3-ft",6.99,2.93,58.0,car-care-accessories,035-0369X,4.7,https://www.canadiantire.ca/en/pdp/bluehive-mini-usb-charger-and-sync-cable-3-ft-0350369p.html#srp
"CCM Compression Upper Body Long Sleeve Hockey Top, Senior, Assorted Sizes",64.99,19.93,69.0,hockey,083-7142X,4.0,https://www.canadiantire.ca/en/pdp/ccm-compression-upper-body-long-sleeve-hockey-top-senior-assorted-sizes-0837142p.html#srp
"Swann Add-On PIR Alert Sensor Motion Detector, White",24.99,16.93,32.0,hardware,046-0374-2,4.0,https://www.canadiantire.ca/en/pdp/swann-add-on-pir-alert-sensor-motion-detector-white-0460374p.html#srp
"3M Sandpaper, 4-in x 9-in",,5.99,,car-care-accessories,047-5726X,4.9,https://www.canadiantire.ca/en/pdp/3m-sandpaper-4-in-x-9-in-0475726p.html#srp
"Umbra Corsa Ceramic Toothbrush Holder, White",8.99,4.93,45.0,home-decor,063-6265-4,4.6,https://www.canadiantire.ca/en/pdp/umbra-corsa-ceramic-toothbrush-holder-white-0636265p.html#srp
"Hoover Hard Surfaces All Purpose Cleaner, Lemon Scent, 946-mL",14.99,9.93,34.0,cleaning,153-1534-0,5.0,https://www.canadiantire.ca/en/pdp/hoover-hard-surfaces-all-purpose-cleaner-lemon-scent-946-ml-1531534p.html#srp
"Petco Paw Protect Dog Boots/Shoes For All-Weather, Assorted Sizes, Black",39.99,19.93,50.0,pet-care,142-9459X,2.6,https://www.canadiantire.ca/en/pdp/petco-paw-protect-dog-boots-shoes-for-all-weather-assorted-sizes-black-1429468p.html#srp
"Chapin All Purpose Upside Down Spray Bottle, 32-oz",9.99,6.93,31.0,gardening,059-1683-0,3.6,https://www.canadiantire.ca/en/pdp/chapin-all-purpose-upside-down-spray-bottle-32-oz-0591683p.html#srp
"AdjustaPole Adjustable Bird Feeder Yard Kit, 5-pc",54.99,31.93,42.0,gardening,142-4546-0,3.3,https://www.canadiantire.ca/en/pdp/adjustapole-adjustable-bird-feeder-yard-kit-5-pc-1424546p.html#srp
"Spalding® Backboard Mounting Bracket, Fixed Height",59.99,8.93,85.0,team-sports-and-golf,084-1058-8,2.8,https://www.canadiantire.ca/en/pdp/spalding-backboard-mounting-bracket-fixed-height-0841058p.html#srp
CURT BetterWeigh™ Mobile Towing Scale,139.99,79.93,43.0,automotive-outdoor-adventure,040-6981-2,2.7,https://www.canadiantire.ca/en/pdp/curt-betterweigh-mobile-towing-scale-0406981p.html#srp
"Febreze Tropical Beach Vent Clip, 2-pk",6.79,3.43,49.0,car-care-accessories,037-4883-8,4.6,https://www.canadiantire.ca/en/pdp/febreze-tropical-beach-vent-clip-2-pk-0374883p.html#srp
"SIMONIZ 2-in-1 Microfibre Chenille & Sponge Wash MittBlue,1-pc",9.99,4.93,51.0,car-care-accessories,039-0521-0,4.4,https://www.canadiantire.ca/en/pdp/simoniz-2-in-1-microfibre-chenille-sponge-wash-mittblue-1-pc-0390521p.html#srp
"Solignum Low-Lustre Dry Look Concrete & Masonry Sealer, Low VOC, Clear Low Gloss, 3.78-L",55.99,34.93,38.0,paint,049-1086-6,0.0,https://www.canadiantire.ca/en/pdp/solignum-low-lustre-dry-look-concrete-masonry-sealer-low-voc-clear-low-gloss-3-78-l-0491086p.html#srp
Handle It Seed Bag Clip,14.99,8.93,40.0,gardening,142-6595-0,4.0,https://www.canadiantire.ca/en/pdp/handle-it-seed-bag-clip-1426595p.html#srp
"PlumbShop Raised Stainless Steel & Rubber Drain/Kitchen Sink Strainer, 4.5-in",11.99,5.93,51.0,plumbing,063-2867-6,0.0,https://www.canadiantire.ca/en/pdp/plumbshop-raised-stainless-steel-rubber-drain-kitchen-sink-strainer-4-5-in-0632867p.html#srp
"CANVAS Chester Indoor/Outdoor Rug, 2-ft x 5-ft",29.99,,,home-decor,068-8130-2,4.6,https://www.canadiantire.ca/en/pdp/canvas-chester-indoor-outdoor-rug-2-ft-x-5-ft-0688130p.html#srp
"3M™ Filtrete™ Whole House Air Freshener, Assorted Scents",11.99,4.93,59.0,home-environment,064-3186X,2.3,https://www.canadiantire.ca/en/pdp/3m-filtrete-whole-house-air-freshener-assorted-scents-0643186p.html#srp
"Globe Electric Ultra-Slim Round LED Recessed Lighting Kit, 3-in, Assorted Colours",,19.99,,home-decor,052-9522X,4.5,https://www.canadiantire.ca/en/pdp/globe-electric-ultra-slim-round-led-recessed-lighting-kit-3-in-assorted-colours-0529522p.html#srp
"Whink Professional Stength Septic Tank Treatment Packets, 3 Monthly Packets, 128-mL",9.99,6.93,31.0,cleaning,153-0886-8,5.0,https://www.canadiantire.ca/en/pdp/whink-professional-stength-septic-tank-treatment-packets-3-monthly-packets-128-ml-1530886p.html#srp
Summer Waves Fun Wheel Ride-On Lake Inflatable Float/Lounger,149.99,57.93,61.0,seasonal-recreation,079-1413-6,1.7,https://www.canadiantire.ca/en/pdp/summer-waves-fun-wheel-ride-on-lake-inflatable-float-lounger-0791413p.html#srp
"CAMCO Plastic RV Blow Out Plug, White",8.99,3.93,56.0,automotive-outdoor-adventure,040-8245-4,4.5,https://www.canadiantire.ca/en/pdp/camco-plastic-rv-blow-out-plug-white-0408245p.html#srp
PopSockets PopGrip Collapsible Universal Cell Phone Stand with Swappable Top,,14.99,,car-care-accessories,035-5438X,4.0,https://www.canadiantire.ca/en/pdp/popsockets-popgrip-collapsible-universal-cell-phone-stand-with-swappable-top-0357318p.html#srp
Wagner Smart Edge Paint Roller,35.99,21.93,39.0,paint,049-0390-6,3.5,https://www.canadiantire.ca/en/pdp/wagner-smart-edge-paint-roller-0490390p.html#srp
"Petco Padded Reflective Dog Collar, Adjustable, Assorted Sizes, Orange",20.99,7.93,62.0,pet-care,142-6104X,4.6,https://www.canadiantire.ca/en/pdp/petco-padded-reflective-dog-collar-adjustable-assorted-sizes-orange-1426104p.html#srp
"Mastercraft 3/8-in Centre Punch, Steel",10.99,6.43,41.0,tools,058-1635-8,5.0,https://www.canadiantire.ca/en/pdp/mastercraft-3-8-in-centre-punch-steel-0581635p.html#srp
"Surlok Pro One Hand PEX Pinch Clamp Tool with LED Light, Fits All Sizes",99.99,64.93,35.0,plumbing,063-2529-2,3.7,https://www.canadiantire.ca/en/pdp/surlok-pro-one-hand-pex-pinch-clamp-tool-with-led-light-fits-all-sizes-0632529p.html#srp
WORX 32V Replacement Lithium-Ion Battery,129.99,29.93,77.0,outdoor-tools,060-2337-4,4.3,https://www.canadiantire.ca/en/pdp/worx-32v-replacement-lithium-ion-battery-0602337p.html#srp
"ZURU Bubble Wow Kids Wave & Play Glove-A-Bubbles Blower/Maker Solution, Age 3+, Assorted",5.29,2.93,45.0,toys,050-9132-2,2.0,https://www.canadiantire.ca/en/pdp/zuru-bubble-wow-kids-wave-play-glove-a-bubbles-blower-maker-solution-age-3-assorted-0509132p.html#srp
"3M Sanding Disc, 6-in",,5.99,,car-care-accessories,047-5763X,5.0,https://www.canadiantire.ca/en/pdp/3m-sanding-disc-6-in-0475771p.html#srp
Bosch GDX18V-1600B 18V Freak 2-in-1 Bit/Socket Cordless Impact Driver Kit with Battery & Charger,199.99,134.93,33.0,tools,054-2444-4,2.8,https://www.canadiantire.ca/en/pdp/bosch-gdx18v-1600b-18v-freak-2-in-1-bit-socket-cordless-impact-driver-kit-with-battery-charger-0542444p.html#srp
Berkley Fireline Original Fishing Line,22.99,10.93,52.0,fishing,078-3884X,4.5,https://www.canadiantire.ca/en/pdp/berkley-fireline-original-fishing-line-0783884p.html#srp
"Seal-It Multi-Purpose Gift Wrapping Tape In Dispenser, Clear Transparent, 19-mm x 7.6-m",2.29,1.43,38.0,paint,067-1085-4,2.3,https://www.canadiantire.ca/en/pdp/seal-it-multi-purpose-gift-wrapping-tape-in-dispenser-clear-transparent-19-mm-x-7-6-m-0671085p.html#srp
"Ripline Outdoor Zipline, 5.25-ft, Easy Set Up, with Rubberized Stoppers, Kids Ages 8+",29.99,14.93,50.0,backyard-fun,084-7282-6,0.0,https://www.canadiantire.ca/en/pdp/ripline-outdoor-zipline-5-25-ft-easy-set-up-with-rubberized-stoppers-kids-ages-8-0847282p.html#srp
Burcam 750776S 20 to 40 PSI Female Pressure Switch,44.99,29.93,33.0,plumbing,062-4113-0,4.0,https://www.canadiantire.ca/en/pdp/burcam-750776s-20-to-40-psi-female-pressure-switch-0624113p.html#srp
"Narly Noggins Floating Trainer Reversible Sequined Unicorn Kids Swim Vest, White",24.99,12.43,50.0,backyard-fun,081-3866-8,3.5,https://www.canadiantire.ca/en/pdp/narly-noggins-floating-trainer-reversible-sequined-unicorn-kids-swim-vest-white-0813866p.html#srp
"CANVAS Loft Coronation Steel Curtain Rod with Classic Flattened Urn Shape, Finials, Nickel, Assorted Sizes, 1-in Diameter",59.99,34.93,42.0,home-decor,046-7339X,4.7,https://www.canadiantire.ca/en/pdp/canvas-loft-coronation-steel-curtain-rod-with-classic-flattened-urn-shape-finials-nickel-assorted-sizes-1-in-diameter-0467339p.html#srp
"Umbra Loft Ball Café Adjustable Steel Curtain Rod, Bronze, 1/2-in diameter",21.99,12.93,41.0,home-decor,046-7360-2,4.3,https://www.canadiantire.ca/en/pdp/umbra-loft-ball-cafe-adjustable-steel-curtain-rod-bronze-1-2-in-diameter-0467360p.html#srp
"Pfister Vorena Single Handle Bathtub & Shower Trim Kit with Rain Shower Head, Polished Chrome",299.99,119.93,60.0,plumbing,063-9805-2,2.4,https://www.canadiantire.ca/en/pdp/pfister-vorena-single-handle-bathtub-shower-trim-kit-with-rain-shower-head-polished-chrome-0639805p.html#srp
"Rez Revitalize Crack Filler For Deep Nail Holes & Cracks, Fast Drying, Low-VOC, 946-mL",19.99,12.93,35.0,paint,048-1199-0,3.8,https://www.canadiantire.ca/en/pdp/rez-revitalize-crack-filler-for-deep-nail-holes-cracks-fast-drying-low-voc-946-ml-0481199p.html#srp
"NOMA 5-Outlet Power Squid / Hub with Surge Protector, 3-ft Cord, 1200 Joules, Black",43.99,24.93,43.0,electrical,052-7276-8,4.2,https://www.canadiantire.ca/en/pdp/noma-5-outlet-power-squid-hub-with-surge-protector-3-ft-cord-1200-joules-black-0527276p.html#srp
"Burcam 7507561-in Bronze Foot Valve, Brown",26.99,17.93,34.0,plumbing,062-5017-4,4.5,https://www.canadiantire.ca/en/pdp/burcam-7507561-in-bronze-foot-valve-brown-0625017p.html#srp
"Plug & Glow HyperBright Multi-Color Extension, 24-in",31.99,12.93,60.0,car-care-accessories,037-8078-2,0.0,https://www.canadiantire.ca/en/pdp/plug-glow-hyperbright-multi-color-extension-24-in-0378078p.html#srp
NOMA Infrared Patio Heater with Stand,299.99,199.99,33.0,backyard-living,085-0048-6,3.3,https://www.canadiantire.ca/en/pdp/noma-infrared-patio-heater-with-stand-0850048p.html#srp
"For Living Brushed Metal Waste Can/Trash Can, 5.2-L",21.99,12.93,41.0,home-decor,063-2396-6,5.0,https://www.canadiantire.ca/en/pdp/for-living-brushed-metal-waste-can-trash-can-5-2-l-0632396p.html#srp
"3M Command Rust-Resistant Hair Dryer Holder, Satin Nickel",22.99,14.93,35.0,home-decor,063-4379-6,4.7,https://www.canadiantire.ca/en/pdp/3m-command-rust-resistant-hair-dryer-holder-satin-nickel-0634379p.html#srp
"Tasco Pronghorn Rifle ScoPe, Black, 3-9x40mm",109.99,64.93,41.0,hunting,075-5500-2,3.9,https://www.canadiantire.ca/en/pdp/tasco-pronghorn-rifle-scope-black-3-9x40mm-0755500p.html#srp
Heatech Velour Heated Memory Foam Seat Cushion,59.99,29.93,50.0,car-care-accessories,032-6782-6,4.5,https://www.canadiantire.ca/en/pdp/heatech-velour-heated-memory-foam-seat-cushion-0326782p.html#srp
MAXIMUM Fabric Single Tool Pouch/Utility Pouch w/ 9 Pockets,31.99,17.93,44.0,tools,058-6532-2,4.2,https://www.canadiantire.ca/en/pdp/maximum-fabric-single-tool-pouch-utility-pouch-w-9-pockets-0586532p.html#srp
Rust-Oleum Universal CorrodeBlok Mitre Saw Cover with UV Protection and Waterproof,59.99,34.93,42.0,tools,055-6776-8,4.3,https://www.canadiantire.ca/en/pdp/rust-oleum-universal-corrodeblok-mitre-saw-cover-with-uv-protection-and-waterproof-0556776p.html#srp
"Bi-Folding Steel Loading Ramp, Adjustable & Stable Base, 84 x 12-in",,149.93,,automotive-outdoor-adventure,399-3459-4,4.8,https://www.canadiantire.ca/en/pdp/bi-folding-steel-loading-ramp-adjustable-stable-base-84-x-12-in-3993459p.html#srp
"Orion Biodegradable Round Planter Pot, Assorted Sizes, Cream",49.99,34.93,30.0,gardening,159-1121X,4.7,https://www.canadiantire.ca/en/pdp/orion-biodegradable-round-planter-pot-assorted-sizes-cream-1591121p.html#srp
"Skylink Universal Wireless Garage Door Opener Kit, Wi-Fi Hub",99.99,49.93,50.0,tools,046-0579-6,3.0,https://www.canadiantire.ca/en/pdp/skylink-universal-wireless-garage-door-opener-kit-wi-fi-hub-0460579p.html#srp
"Globe Electric Ultra-Slim Round LED Recessed Lighting Kit, Assorted Trim Size, Assorted Colours",,19.99,,home-decor,052-9524X,4.8,https://www.canadiantire.ca/en/pdp/globe-electric-ultra-slim-round-led-recessed-lighting-kit-assorted-trim-size-assorted-colours-0529524p.html#srp
"Saint-Gobain FibaTape Wall Repair Kit with Fiberglass Mesh Tape, Patch, Compound & Tools, 5-pc",16.99,10.93,36.0,paint,049-5129-2,4.7,https://www.canadiantire.ca/en/pdp/saint-gobain-fibatape-wall-repair-kit-with-fiberglass-mesh-tape-patch-compound-tools-5-pc-0495129p.html#srp
Atlas 3-Bolt Lawn Mower Blade Adapter Kit,24.99,2.93,88.0,outdoor-tools,060-7032-8,0.0,https://www.canadiantire.ca/en/pdp/atlas-3-bolt-lawn-mower-blade-adapter-kit-0607032p.html#srp
3M Command Multi-Purpose Bathroom Hook,9.99,6.93,31.0,home-decor,063-4378-8,4.8,https://www.canadiantire.ca/en/pdp/3m-command-multi-purpose-bathroom-hook-0634378p.html#srp
